,traditional,pinyin,pinyin(raw),tone,definition,variants,measure-words
1236,吰,hóng,hong,2,['clang'],[],[]
1237,吱,zhī,zhi,1,['(onom.) creaking or groaning'],[],[]
1238,吱,zī,zi,1,"['(onom.) to squeak (of mice)', 'to chirp or peep (of small birds)']",[],[]
1239,吲,yǐn,yin,3,"['see \xe5\x90\xb2\xe5\x93\x9a, indole C8H7N']",[],[]
1240,吵,chǎo,chao,3,"['to quarrel', 'to make a noise', 'noisy', 'to disturb by making a noise']",[],[]
1241,吶,nà,na,4,['battle cry'],[],[]
1242,吶,na,na,5,['sentence-final particle (abbr. for \xe5\x91\xa2\xe5\x95\x8a[ne5 a5] or variant of \xe5\x93\xaa[na5])'],[],[]
1243,吸,xī,xi,1,"['to breathe', 'to suck in', 'to absorb', 'to inhale']",[],[]
1244,吹,chuī,chui,1,"['to blow', 'to play a wind instrument', 'to blast', 'to puff', 'to boast', 'to brag', 'to end in failure', 'to fall through']",[],[]
1245,吻,wěn,wen,3,"['kiss', 'to kiss', 'mouth']",[],[]
1246,吼,hoǔ,hou,3,"['to roar', 'to howl', 'to shriek', 'roar or howl of an animal', 'bellow of rage']",[],[]
1247,吽,hōng,hong,1,['sound of a Buddhist incantation'],[],[]
1248,吽,hoǔ,hou,3,"['roar or howl of an animal', 'bellow of rage']",[],[]
1249,吾,wú,wu,2,"['I', 'my (old)']",[],[]
1250,呀,ya,ya,5,"['(particle equivalent to \xe5\x95\x8a after a vowel, expressing surprise or doubt)']",[],[]
1251,呃,è,e,4,"['(exclamation)', 'to hiccup']",[],[]
1252,呆,dāi,dai,1,"['foolish', 'stupid', 'expressionless', 'blank', 'to stay']",[],[]
1253,呇,qǐ,qi,3,['star'],[],[]
1254,呈,chéng,cheng,2,"['to present to a superior', 'memorial', 'petition', 'to present (a certain appearance)', 'to assume (a shape)', 'to be (a certain color)']",[],[]
1255,告,gào,gao,4,"['to say', 'to tell', 'to announce', 'to report', 'to denounce', 'to file a lawsuit', 'to sue']",[],[]
1256,呋,fū,fu,1,['see \xe5\x91\x8b\xe5\x96\x83 furan or \xe5\x91\x8b\xe5\x96\x83\xe8\xa5\xbf\xe6\x9e\x97 furacilinum'],[],[]
1257,呌,jiào,jiao,4,[],"[{u'ch': '\xe5\x8f\xab', u'py': 'jiao4', u'chs': '\xe5\x8f\xab', u'vartype': ''}]",[]
1258,呎,chǐ,chi,3,"['foot (unit of length equal to 0.3048 m)', 'old form of modern \xe8\x8b\xb1\xe5\xb0\xba[ying1 chi3]']",[],[]
1259,呏,shēng,sheng,1,"['gallon', 'quart']",[],[]
1260,呔,tāi,tai,1,"['tie', 'necktie', 'tire (Cantonese)']",[],[]
1261,呝,è,e,4,[],"[{u'ch': '\xe5\x91\x83', u'py': 'e4', u'chs': '\xe5\x91\x83', u'vartype': 'old'}]",[]
1262,呠,pēn,pen,1,"['to spurt', 'to blow out', 'to puff out', 'to snort']",[],[]
1263,呡,wěn,wen,3,"['the corners of the mouth', 'the lips']",[],[]
1264,呢,ne,ne,5,"['particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?"")', 'particle for inquiring about location (""Where is ...?"")', 'particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?"")', '(at the end of a declarative sentence) particle indicating continuation of a state or action', 'particle indicating strong affirmation']",[],[]
1265,呢,ní,ni,2,['woolen material'],[],[]
1266,呤,líng,ling,2,"['purine (chemistry)', 'to whisper']",[],[]
1267,呦,yoū,you,1,"['Oh! (exclamation of dismay etc)', 'see \xe5\x91\xa6\xe5\x91\xa6[you1 you1]']",[],[]
1268,呧,dǐ,di,3,['vex'],[],[]
1269,周,zhoū,zhou,1,"['to make a circuit', 'to circle', 'circle', 'circumference', 'lap', 'cycle', 'complete', 'all', 'all over', 'thorough', 'to help financially']",[],[]
1270,呪,zhoù,zhou,4,[],"[{u'ch': '\xe5\x92\x92', u'py': 'zhou4', u'chs': '\xe5\x92\x92', u'vartype': ''}]",[]
1271,呫,tiè,tie,4,"['to mutter', 'to talk indistinctly']",[],[]
1272,呫,zhān,zhan,1,"['to drink', 'to sip', 'to taste', 'to lick', 'whisper', 'petty']",[],[]
1273,呬,xì,xi,4,['to rest'],[],[]
1274,呯,píng,ping,2,"['(onom.) bang! (gong, gun firing etc)']",[],[]
1275,呰,zǐ,zi,3,"['to slander', 'to blame', 'to revile']",[],[]
1276,呱,gū,gu,1,['crying sound of child'],[],[]
1277,呲,cī,ci,1,"['(coll.) to scold', 'to rebuke']",[],[]
1278,呲,zī,zi,1,[],"[{u'ch': '\xe9\xbd\x9c', u'py': 'zi1', u'chs': '\xe9\xbe\x87', u'vartype': ''}]",[]
1279,味,wèi,wei,4,"['taste', 'smell', 'classifier for drugs (in TCM)']",[],[]
1280,呴,xū,xu,1,"['breathe on', 'yawn', 'roar']",[],[]
1281,呵,ā,a,1,[],"[{u'ch': '\xe5\x95\x8a', u'py': 'a1', u'chs': '\xe5\x95\x8a', u'vartype': ''}]",[]
1282,呵,hē,he,1,"['expel breath', 'my goodness']",[],[]
1283,呶,náo,nao,2,"['clamor', '(onom.) ""look!""']",[],[]
1284,呶,nǔ,nu,3,['to pout'],[],[]
1285,呷,xiā,xia,1,"['suck, swallow, drink']",[],[]
1286,呸,pēi,pei,1,"['pah!', 'bah!', 'pooh!', 'to spit (in contempt)']",[],[]
1287,呺,xiāo,xiao,1,"['voice of anger', 'vast', 'spacious']",[],[]
1288,呻,shēn,shen,1,['groan'],[],[]
1289,呼,hū,hu,1,"['to call', 'to cry', 'to shout', 'to breath out', 'to exhale']",[],[]
1290,命,mìng,ming,4,"['life', 'fate', 'order or command', 'to assign a name, title etc']",[],[]
1291,呿,qū,qu,1,['to yawn'],[],[]
1292,咀,jǔ,ju,3,"['to chew', 'to masticate']",[],[]
1293,咁,gān,gan,1,"['so (Cantonese)', 'Mandarin equivalent: \xe9\x80\x99\xe6\xa8\xa3|\xe8\xbf\x99\xe6\xa0\xb7[zhe4 yang4]']",[],[]
1294,咂,zā,za,1,"['to sip', ""to smack one's lips"", 'to taste', 'to savor']",[],[]
1295,咄,duō,duo,1,"['(old)(interjection expressing disapproval, commiseration etc) tut!', 'Taiwan pr. [duo4]']",[],[]
1296,咅,poǔ,pou,3,"['pooh', 'pah', 'bah', '(today used as a phonetic component in \xe9\x83\xa8[bu4], \xe5\x80\x8d[bei4], \xe5\x9f\xb9[pei2], \xe5\x89\x96[pou1] etc)']",[],[]
1297,咆,páo,pao,2,['to roar'],[],[]
1298,咇,bì,bi,4,['fragrant'],[],[]
1299,咈,fú,fu,2,['oppose'],[],[]
1300,咊,hé,he,2,[],"[{u'ch': '\xe5\x92\x8c', u'py': 'he2', u'chs': '\xe5\x92\x8c', u'vartype': 'old'}]",[]
1301,咋,zǎ,za,3,['dialectal equivalent of \xe6\x80\x8e\xe9\xba\xbc|\xe6\x80\x8e\xe4\xb9\x88[zen3 me5]'],[],[]
1302,咋,zé,ze,2,['gnaw'],[],[]
1303,咋,zhà,zha,4,"['loud noise', 'shout', 'suddenly']",[],[]
1304,和,hé,he,2,"['and', 'together with', 'with', 'sum', 'union', 'peace', 'harmony', 'Taiwan pr. [han4] when it means ""and"" or ""with""']",[],[]
1305,和,hè,he,4,"[""to compose a poem in reply (to sb's poem) using the same rhyme sequence"", 'to join in the singing', 'to chime in with others']",[],[]
1306,和,hú,hu,2,['to complete a set in mahjong or playing cards'],[],[]
1307,和,huó,huo,2,"['to combine a powdery substance (flour, plaster etc) with water', 'Taiwan pr. [huo4]']",[],[]
1308,和,huò,huo,4,"['to mix (ingredients) together', 'to blend', 'classifier for rinses of clothes', 'classifier for boilings of medicinal herbs']",[],[]
1309,咍,hāi,hai,1,"['(interj.)', 'happy', 'sound of laughter']",[],[]
1310,咎,jiù,jiu,4,"['fault', 'to blame', 'to punish', 'calamity', 'misfortune']",[],[]
1311,咐,fù,fu,4,['to order'],[],[]
1312,咑,dā,da,1,['da! (sound used to move animals along)'],[],[]
1313,咒,zhoù,zhou,4,"['incantation', 'magic spell', 'curse', 'malediction', 'to revile', 'to put a curse on sb']",[],[]
1314,咔,kǎ,ka,3,"['(used as phonetic ""ka"")']",[],[]
1315,咕,gū,gu,1,"['(onom.) for the sound of a bird, an empty stomach etc']",[],[]
1316,咖,kā,ka,1,"['coffee', 'class', 'grade']",[],[]
1317,咗,zuǒ,zuo,3,['Cantonese particle equivalent to \xe4\xba\x86[le5] or \xe9\x81\x8e|\xe8\xbf\x87[guo4]'],[],[]
1318,咚,dōng,dong,1,['boom (of a drum)'],[],[]
1319,咠,qì,qi,4,"['to whisper', 'to blame, to slander']",[],[]
1320,咡,èr,er,4,['space between mouth and ears'],[],[]
1321,咢,è,e,4,"['beat a drum', 'startle']",[],[]
1322,咣,guāng,guang,1,"['(onom.) bang', 'door banging shut']",[],[]
1323,咤,zhà,zha,4,['see \xe5\x8f\xb1\xe5\x92\xa4[chi4 zha4]'],[],[]
1324,咥,dié,die,2,"['gnaw', 'bite']",[],[]
1325,咥,xì,xi,4,['loud laugh'],[],[]
1326,咦,yí,yi,2,['expression of surprise'],[],[]
1327,咧,liē,lie,1,['see \xe5\x92\xa7\xe5\x92\xa7[lie1 lie1]'],[],[]
1328,咧,liě,lie,3,"[""to draw back the corners of one's mouth""]",[],[]
1329,咧,lie,lie,5,['modal particle expressing exclamation'],[],[]
1330,咨,zī,zi,1,['to consult'],[],[]
1331,咩,miē,mie,1,"['the bleating of sheep', 'final particle which transforms statements into questions that indicate doubt or surprise (Cantonese)']",[],[]
1332,咪,mī,mi,1,['sound for calling a cat'],[],[]
1333,咫,zhǐ,zhi,3,['8 in. length unit of Zhou dynasty'],[],[]
1334,咬,yǎo,yao,3,"['to bite', 'to nip']",[],[]
1335,咭,jī,ji,1,[],"[{u'ch': '\xe5\x98\xb0', u'py': 'ji1', u'chs': '\xe5\x8f\xbd', u'vartype': ''}]",[]
1336,咮,zhoù,zhou,4,"['beak of bird', 'peck at']",[],[]
1337,咯,gē,ge,1,['(phonetic)'],[],[]
1338,咯,luò,luo,4,"['to cough up', 'also pr. [ka3]']",[],[]
1339,咱,zá,za,2,['see \xe5\x92\xb1[zan2]'],[],[]
1340,咱,zán,zan,2,"['I or me', 'we (including both the speaker and the person spoken to)']",[],[]
1341,咲,xiào,xiao,4,[],"[{u'ch': '\xe7\xac\x91', u'py': 'xiao4', u'chs': '\xe7\xac\x91', u'vartype': 'old'}]",[]
1342,咳,hāi,hai,1,['sound of sighing'],[],[]
1343,咳,ké,ke,2,['cough'],[],[]
1344,咴,huī,hui,1,"['neigh', 'whinny (sound made by a horse)']",[],[]
1345,咷,táo,tao,2,['wail'],[],[]
1346,咸,xián,xian,2,"['all', 'everyone', 'each', 'widespread', 'harmonious']",[],[]
1347,咹,è,e,4,['eh?'],[],[]
1348,咺,xuǎn,xuan,3,"['glorious', 'sob', 'weep']",[],[]
1349,咻,xiū,xiu,1,"['call out', 'jeer']",[],[]
1350,咼,wāi,wai,1,"['lopsided', 'Taiwan pr. [kuai1]']",[],[]
1351,咽,yān,yan,1,"['narrow pass', 'throat', 'pharynx']",[],[]
1352,咽,yàn,yan,4,[],"[{u'ch': '\xe5\x9a\xa5', u'py': 'yan4', u'chs': '\xe5\x92\xbd', u'vartype': ''}]",[]
1353,咽,yè,ye,4,['to choke (in crying)'],[],[]
1354,咾,lǎo,lao,3,"['a noise', 'a sound']",[],[]
1355,咿,yī,yi,1,['(onom.) to squeak'],[],[]
1356,哀,āi,ai,1,"['sorrow', 'grief', 'pity', 'to grieve for', 'to pity', 'to lament', 'to condole']",[],[]
1357,品,pǐn,pin,3,"['article', 'commodity', 'product', 'goods', 'kind', 'grade', 'rank', 'character', 'disposition', 'nature', 'temperament', 'variety', 'to taste sth', 'to sample', 'to criticize', 'to comment', 'to judge', 'to size up']",[],[]
1358,哂,shěn,shen,3,"['(literary) to smile', 'to sneer']",[],[]
1359,哄,hōng,hong,1,"['roar of laughter (onom.)', 'hubbub', 'to roar (as a crowd)']",[],[]
1360,哄,hǒng,hong,3,"['to deceive', 'to coax', 'to amuse (a child)']",[],[]
1361,哆,duō,duo,1,"['quiver', 'woolen cloth']",[],[]
1362,哇,wā,wa,1,"['Wow!', ""sound of child's crying"", 'sound of vomiting']",[],[]
1363,哇,wa,wa,5,"['replaces \xe5\x95\x8a[a5] when following the vowel ""u"" or ""ao""']",[],[]
1364,哈,hā,ha,1,"['(interj.) ha!', '(onom. for laughter)', '(slang) to be infatuated with', 'to adore']",[],[]
1365,哈,hǎ,ha,3,"['a Pekinese', 'a pug', '(dialect) to scold']",[],[]
1366,哉,zāi,zai,1,['(exclamatory or interrogative particle)'],[],[]
1367,哋,dì,di,4,['(Cant.) plural for pronouns'],[],[]
1368,哌,pài,pai,4,['used in transliteration'],[],[]
1369,哎,āi,ai,1,"['hey!', '(interjection used to attract attention or to express surprise or disapprobation)']",[],[]
1370,哏,gén,gen,2,"['funny', 'odd', 'interesting']",[],[]
1371,哏,hěn,hen,3,['also used as an exclamation of anger'],"[{u'ch': '\xe7\x8b\xa0', u'py': 'hen3', u'chs': '\xe7\x8b\xa0', u'vartype': 'old'}, {u'ch': '\xe5\xbe\x88', u'py': 'hen3', u'chs': '\xe5\xbe\x88', u'vartype': 'old'}]",[]
1372,哐,kuāng,kuang,1,"['(onom.) clang', 'see \xe5\x93\x90\xe5\x95\xb7, clatter']",[],[]
1373,哚,duǒ,duo,3,"['see \xe5\x90\xb2\xe5\x93\x9a, indole C8H7N']",[],[]
1374,哞,moū,mou,1,['moo (sound made by cow)'],[],[]
1375,員,yuán,yuan,2,"['person', 'employee', 'member']",[],[]
1376,哢,lòng,long,4,"['to sing or chirp (of birds)', 'music sound']",[],[]
1377,哤,máng,mang,2,['jargon'],[],[]
1378,哥,gē,ge,1,['elder brother'],[],[]
1379,哦,é,e,2,['to chant'],[],[]
1380,哧,chī,chi,1,"['(onom.) giggling', 'breathing', 'tearing of paper, ripping of fabric etc']",[],[]
1381,哨,shào,shao,4,"['a whistle', 'sentry']",[],[]
1382,哩,lǐ,li,3,"['mile (unit of length equal to 1,609.344 m)', 'old form of modern \xe8\x8b\xb1\xe9\x87\x8c[Ying1 li3]']",[],[]
1383,哩,li,li,5,['(modal final particle similar to \xe5\x91\xa2[ne5] or \xe5\x95\xa6[la5])'],[],[]
1384,哪,nǎ,na,3,"['how', 'which']",[],[]
1385,哪,na,na,5,['(particle equivalent to \xe5\x95\x8a after noun ending in -n)'],[],[]
1386,哪,něi,nei,3,"['which? (interrogative, followed by classifier or numeral-classifier)']",[],[]
1387,哫,zú,zu,2,['to cajole'],[],[]
1388,哭,kū,ku,1,"['to cry', 'to weep']",[],[]
1389,哮,xiào,xiao,4,"['pant', 'roar', 'bark (of animals)']",[],[]
1390,哰,láo,lao,2,"['see \xe5\x9b\x92\xe5\x93\xb0[lan2 lao2], confused talk']",[],[]
1391,哱,bō,bo,1,"['phonetic bo', 'used in onomatopoeia', 'see \xe5\x91\xbc\xe5\x91\xbc\xe5\x93\xb1[hu1 hu1 bo1], hoopoe bird']",[],[]
1392,哲,zhé,zhe,2,"['philosophy', 'wise']",[],[]
1393,哳,zhā,zha,1,"['see \xe5\x98\xb2\xe5\x93\xb3, (onom.) twitter', 'twittering sound']",[],[]
1394,哶,miē,mie,1,[],"[{u'ch': '\xe5\x92\xa9', u'py': 'mie1', u'chs': '\xe5\x92\xa9', u'vartype': 'old'}]",[]
1395,哺,bǔ,bu,3,['to feed'],[],[]
1396,哼,hēng,heng,1,"['to groan', 'to snort', 'to hum', 'to croon', 'humph!']",[],[]
1397,哽,gěng,geng,3,['choking'],[],[]
1398,哿,gě,ge,3,"['excellent', 'happy', 'well-being']",[],[]
1399,唁,yàn,yan,4,['to extend condolences'],[],[]
1400,唂,gū,gu,1,['(onom.) bird call'],[],[]
1401,唃,gū,gu,1,[],"[{u'ch': '\xe5\x94\x82', u'py': 'gu1', u'chs': '\xe5\x94\x82', u'vartype': 'old'}]",[]
1402,唄,bài,bai,4,"['to chant', 'see \xe6\xa2\xb5\xe5\x94\x84|\xe6\xa2\xb5\xe5\x91\x97[fan4 bai4]']",[],[]
1403,唄,bei,bei,5,"['modal particle indicating indicating lack of enthusiasm', 'modal particle indicating that things should only or can only be done a certain way']",[],[]
1404,唅,hān,han,1,"['a sound', 'to put in the mouth']",[],[]
1405,唆,suō,suo,1,"['to suck', 'to incite']",[],[]
1406,唇,chún,chun,2,['lip'],[],[]
1407,唈,yì,yi,4,"['palpitation', 'short breathing']",[],[]
1408,唉,āi,ai,1,"[""interjection or grunt of agreement or recognition (e.g. yes, it's me!)"", 'to sigh']",[],[]
1409,唉,ài,ai,4,"['alas', 'oh dear']",[],[]
1410,唊,jiá,jia,2,"['(old) to talk recklessly', 'to talk nonsense', 'talkative']",[],[]
1411,唎,lì,li,4,"['(final particle)', 'sound', 'noise']",[],[]
1412,唎,li,li,5,[],"[{u'ch': '\xe5\x93\xa9', u'py': 'li5', u'chs': '\xe5\x93\xa9', u'vartype': ''}]",[]
1413,唏,xī,xi,1,['sound of sobbing'],[],[]
1414,唐,táng,tang,2,"['to exaggerate', 'empty', 'in vain']","[{u'ch': '\xe8\x9e\x97', u'py': 'tang2', u'chs': '\xe8\x9e\x97', u'vartype': 'old'}]",[]
1415,唑,zuò,zuo,4,['azole (chemistry)'],[],[]
1416,唔,wú,wu,2,"['oh (expression of agreement or surprise)', '(Cantonese) not']",[],[]
1417,唕,zào,zao,4,[],"[{u'ch': '\xe5\x94\xa3', u'py': 'zao4', u'chs': '\xe5\x94\xa3', u'vartype': ''}]",[]
1418,唘,qǐ,qi,3,[],"[{u'ch': '\xe5\x95\x93', u'py': 'qi3', u'chs': '\xe5\x95\x93', u'vartype': ''}]",[]
1419,唚,qìn,qin,4,"['to vomit (of dogs and cats)', 'to rail against', 'to talk nonsense']",[],[]
1420,唞,doǔ,dou,3,['to take a rest (Cantonese)'],[],[]
1421,唣,zào,zao,4,"['see \xe7\xbe\x85\xe5\x94\xa3|\xe7\xbd\x97\xe5\x94\xa3, to create a disturbance', 'to make trouble', 'to harass']",[],[]
1422,唧,jī,ji,1,['(onom.) to pump (water)'],[],[]
1423,唪,fěng,feng,3,"['recite', 'chant']",[],[]
1424,唫,yín,yin,2,[],"[{u'ch': '\xe5\x90\x9f', u'py': 'yin2', u'chs': '\xe5\x90\x9f', u'vartype': 'old'}]",[]
1425,唫,jìn,jin,4,"['to stutter', ""to shut one's mouth"", 'Taiwan pr. [yin2]']",[],[]
1426,唫,yín,yin,2,[],"[{u'ch': '\xe5\xb4\x9f', u'py': 'yin2', u'chs': '\xe5\xb4\x9f', u'vartype': ''}]",[]
1427,唬,hǔ,hu,3,"[""a tiger's roar"", 'to scare']",[],[]
1428,售,shoù,shou,4,"['to sell', 'to make or carry out (a plan or intrigue etc)']",[],[]
1429,唯,wéi,wei,2,"['-ism', 'only', 'alone']",[],[]
1430,唯,wěi,wei,3,['yes'],[],[]
1431,唰,shuā,shua,1,"['(onom.) swishing', 'rustling']",[],[]
1432,唱,chàng,chang,4,"['to sing', 'to call loudly', 'to chant']",[],[]
1433,唲,ér,er,2,['forced laughter'],[],[]
1434,唳,lì,li,4,['cry of a crane or wild goose'],[],[]
1435,唵,ǎn,an,3,"['(interjection) oh!', ""(dialect) to stuff sth in one's mouth"", '(used in buddhist transliterations) om']",[],[]
1436,唶,jiè,jie,4,"['sigh', 'groan', 'loud laughter']",[],[]
1437,唸,niàn,nian,4,"['variant of \xe5\xbf\xb5[nian4], to read aloud']",[],[]
1438,唹,yú,yu,2,['to smile at'],[],[]
1439,唻,lài,lai,4,['(modal particle similar to \xe5\x91\xa2[ne5] or \xe5\x95\xa6[la1])'],[],[]
1440,唼,shǎ,sha,3,"['to speak evil', 'gobbling sound made by ducks']",[],[]
1441,唾,tuò,tuo,4,"['saliva', 'to spit']",[],[]
1442,唿,hū,hu,1,"[""to whistle (with fingers in one's mouth)"", '(onom.) for the sound of the wind']",[],[]
1443,啁,zhoū,zhou,1,['twittering of birds'],[],[]
1444,啃,kěn,ken,3,"['to gnaw', 'to nibble', 'to bite']",[],[]
1445,啄,zhuó,zhuo,2,['to peck'],[],[]
1446,啅,zhào,zhao,4,['chirp'],[],[]
1447,商,shāng,shang,1,"['commerce', 'merchant', 'dealer', 'to consult', '2nd note in pentatonic scale', 'quotient (as in \xe6\x99\xba\xe5\x95\x86[zhi4 shang1], intelligence quotient)']",[],[]
1448,啉,lín,lin,2,"['see \xe5\x8d\x9f\xe5\x95\x89, porphyrin']",[],[]
1449,啊,ā,a,1,"['interjection of surprise', 'Ah!', 'Oh!']",[],[]
1450,啊,á,a,2,"['interjection expressing doubt or requiring answer', 'Eh?', 'what?']",[],[]
1451,啊,ǎ,a,3,"['interjection of surprise or doubt', 'Eh?', 'My!', ""what's up?""]",[],[]
1452,啊,à,a,4,"['interjection or grunt of agreement', 'uhm', 'Ah, OK', 'expression of recognition', ""Oh, it's you!""]",[],[]
1453,啊,a,a,5,"['modal particle ending sentence, showing affirmation, approval, or consent']",[],[]
1454,啍,tūn,tun,1,['move slowly'],[],[]
1455,啎,wǔ,wu,3,"['obstinate, disobedient, intractable']",[],[]
1456,問,wèn,wen,4,['to ask'],[],[]
1457,啐,cuì,cui,4,"['to spit', '(onom.) pshaw!', '(old) to sip']",[],[]
1458,啑,dié,die,2,[],"[{u'ch': '\xe5\x96\x8b', u'py': 'die2', u'chs': '\xe5\x96\x8b', u'vartype': 'old'}]",[]
1459,啓,qǐ,qi,3,[],"[{u'ch': '\xe5\x95\x9f', u'py': 'qi3', u'chs': '\xe5\x90\xaf', u'vartype': ''}]",[]
1460,啕,táo,tao,2,['wail'],[],[]
1461,啖,dàn,dan,4,"['to eat', 'to taste', 'to entice (using bait)']",[],[]
1462,啗,dàn,dan,4,[],"[{u'ch': '\xe5\x95\x96', u'py': 'dan4', u'chs': '\xe5\x95\x96', u'vartype': ''}]",[]
1463,啜,chuò,chuo,4,"['(literary) to drink', 'to sip', 'to sob']",[],[]
1464,啞,yā,ya,1,"['(onom.) sound of cawing', 'sound of infant learning to talk']","[{u'ch': '\xe5\x91\x80', u'py': 'ya1', u'chs': '\xe5\x91\x80', u'vartype': ''}]",[]
1465,啞,yǎ,ya,3,"['dumb', 'mute', 'hoarse', 'husky', 'unexploded (of artillery shell etc)']",[],[]
1466,啟,qǐ,qi,3,"['to open', 'to start', 'to initiate', 'to enlighten or awaken', 'to state', 'to inform']",[],[]
1467,啡,fēi,fei,1,['(phonetic component)'],[],[]
1468,啢,liǎng,liang,3,['ounce (British imperial system) (old)'],[],[]
1469,啣,xián,xian,2,[],"[{u'ch': '\xe9\x8a\x9c', u'py': 'xian2', u'chs': '\xe8\xa1\x94', u'vartype': ''}]",[]
1470,啤,pí,pi,2,['beer'],[],[]
1471,啥,shá,sha,2,['dialectal equivalent of \xe4\xbb\x80\xe9\xba\xbc|\xe4\xbb\x80\xe4\xb9\x88[shen2 me5]'],[],[]
1472,啦,lā,la,1,"['(onom.) sound of singing, cheering etc', '(phonetic)', '(dialect) to chat']",[],[]
1473,啦,la,la,5,"['sentence-final particle, contraction of \xe4\xba\x86\xe5\x95\x8a, indicating exclamation', 'particle placed after each item in a list of examples']",[],[]
1474,啪,pā,pa,1,"['(onom.) bang', 'pop', 'pow']",[],[]
1475,啫,zhě,zhe,3,['particle used for interjection (Cantonese)'],"[{u'ch': '\xe5\x95\xab\xe5\x93\xa9', u'py': 'zhe3 li1', u'chs': '\xe5\x95\xab\xe5\x93\xa9', u'vartype': ''}]",[]
1476,啱,yān,yan,1,"['correct', 'suitable', 'to suit sb', 'just now (Cantonese)']",[],[]
1477,啲,dī,di,1,"['some', 'few', 'a little (Cantonese)']",[],[]
1478,啵,bō,bo,1,['(onom.) to bubble'],[],[]
1479,啵,bo,bo,5,['grammatical particle equivalent to \xe5\x90\xa7'],[],[]
1480,啶,dìng,ding,4,['idine (chemistry)'],[],[]
1481,啷,lāng,lang,1,"['(onom.) bang', 'clank', 'see \xe5\x93\x90\xe5\x95\xb7, clatter']",[],[]
1482,啺,táng,tang,2,[],"[{u'ch': '\xe5\x94\x90', u'py': 'tang2', u'chs': '\xe5\x94\x90', u'vartype': 'old'}]",[]
1483,啻,chì,chi,4,"['only (classical, usually follows negative or question words)', '(not) just']",[],[]
1484,啼,tí,ti,2,"['to cry', 'to weep aloud', 'to crow', 'to hoot']",[],[]
1485,啽,án,an,2,['to speak (Cantonese)'],[],[]
1486,啾,jiū,jiu,1,"['(onom.) wailing of child', 'chirp', 'kiss (Tw)']",[],[]
1487,喀,kā,ka,1,['(onom.) sound of coughing or vomiting'],[],[]
1488,喁,yóng,yong,2,['breathing (of fish)'],[],[]
1489,喂,wéi,wei,2,['hello (when answering the phone)'],[],[]
1490,喂,wèi,wei,4,"['hey', 'to feed (an animal, baby, invalid etc)']",[],[]
1491,喃,nán,nan,2,['mumble in repetition'],[],[]
1492,善,shàn,shan,4,"['good (virtuous)', 'benevolent', 'well-disposed', 'good at sth', 'to improve or perfect']",[],[]
1493,喆,zhé,zhe,2,['(used in given names)'],"[{u'ch': '\xe5\x93\xb2', u'py': 'zhe2', u'chs': '\xe5\x93\xb2', u'vartype': ''}]",[]
1494,喇,lā,la,1,"['(onom.) sound of wind, rain etc']",[],[]
1495,喇,lǎ,la,3,['(phonetic)'],[],[]
1496,喈,jiē,jie,1,['harmonious (of music)'],[],[]
1497,喉,hoú,hou,2,"['throat', 'larynx']",[],[]
1498,喊,hǎn,han,3,"['to yell', 'to shout', 'to call out for (a person)']",[],[]
1499,喋,dié,die,2,"['flowing flood', 'to chatter']",[],[]
1500,喌,zhoū,zhou,1,['syllable'],[],[]
1501,喎,wāi,wai,1,"['awry (mouth)', 'askew', 'Taiwan pr. [kuai1]']",[],[]
1502,喏,nuò,nuo,4,"['(indicating agreement) yes', 'all right', '(drawing attention to) look!', 'here!']","[{u'ch': '\xe8\xab\xbe', u'py': 'nuo4', u'chs': '\xe8\xaf\xba', u'vartype': ''}]",[]
1503,喏,rě,re,3,"['to salute', ""make one's curtsy""]",[],[]
1504,喑,yīn,yin,1,['mute'],[],[]
1505,喒,zán,zan,2,[],"[{u'ch': '\xe5\x92\xb1', u'py': 'zan2', u'chs': '\xe5\x92\xb1', u'vartype': ''}]",[]
1506,喓,yāo,yao,1,"['grasshopper chirp', 'mosquito buzz']",[],[]
1507,喔,wo,wo,5,"['(particle) marker of surprise, sudden realization, reminder']",[],[]
